xcoord,ycoord,status,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
-,-,U,278150,08sep2012,2012,9,8,115,September,2012,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,420,SOUTH 8TH ST,0,SOUTH 8TH,BUSCH STADIUM,,September2012.dta
-,-,U,278514,01oct2012,2012,10,1,903,October,2012,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,1,2,600,RIVER CITY BLVD,0,,,BROADWAY AND RIVER CITY BLVD,October2012.dta
-,-,U,279299,15oct2012,2012,10,15,2127,October,2012,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,7,48,731,HODIAMONT,0,,DELMAR METROLINK PLATFORM WEST,METROLINK AGENCY,October2012.dta
-,-,U,279409,16oct2012,2012,10,16,1800,October,2012,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,33,1516,PEABODY CT,0,DILLION & HICKORY,,@PEABODY/DARST/WEBBE NEIGHBORHOOD,October2012.dta
-,-,U,279720,18oct2012,2012,10,18,2200,October,2012,Larceny,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",Yes,No,No,1,3,13,4425,RUSSELL AVE,0,RUSSELL,,,October2012.dta
-,-,U,279950,19oct2012,2012,10,19,912,October,2012,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,1,7700,GERMANIA ST,0,,,,October2012.dta
-,-,U,280280,21oct2012,2012,10,21,1200,October,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,64,500,N LK SULLIVAN,0,,,COBBLESTONES,October2012.dta
-,-,U,280942,26oct2012,2012,10,26,1016,October,2012,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,9,38,1,BARNES JEWIS HOSP PL,0,BARNES JEWIS HOSP,BARNES JEWISH HOSPITAL,@ SOUTH CAMPUS,October2012.dta
-,-,U,281603,30oct2012,2012,10,30,2200,October,2012,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,6,0,1840,MCLARAN AVE,0,,,,October2012.dta
-,-,U,281672,31oct2012,2012,10,31,1741,October,2012,Narcotics,182260,DRUGS-POSSESSION/METHAMPHETAMINE,Yes,No,No,1,1,1,7700,GERMANIA AVE,0,,,,October2012.dta
566742.173077162,983662.014407307,T,281962,05oct2012,2012,10,5,2142,October,2012,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,1,2,8900,S BROADWAY,0,,,,October2012.dta
-,-,U,282257,08oct2012,2012,10,8,1330,October,2012,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,16,2700,GASCONADE,0,,,IOWA/GASCONADE,October2012.dta
573379.148277428,1003606.57991822,T,283665,12nov2012,2012,11,12,938,November,2012,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,5,67,3710,GRAND,0,N. GRAND,MOBILE GAS STATION,NUISANCE ABATEMENT PROPERTY,November2012.dta
-,-,U,284383,18nov2012,2012,11,18,1950,November,2012,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,5,5500,BATES,0,,SEVEN ELEVEN GAS STATION LOT,SEVEN ELEVEN GAS STATION LOT,November2012.dta
-,-,U,285576,27nov2012,2012,11,27,800,November,2012,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,51,5200,MARTIN LUTHER KING,0,,,,November2012.dta
-,-,U,285789,29nov2012,2012,11,29,2200,November,2012,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,2,7,12,HAMPTON VILLAGE SHOP,0,,CLUB FITNESS,,November2012.dta
-,-,U,285965,30nov2012,2012,11,30,1258,November,2012,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,3,21,900,LAFAYETTE,0,,,,November2012.dta
-,-,U,286139,04nov2012,2012,11,4,450,November,2012,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,7,47,274,METROLINK - FOREST P,0,,DEBALIVIERE METROLINK,,November2012.dta
589069.228172082,1014343.16066698,T,286971,11nov2012,2012,11,11,240,December,2012,Aggravated Assault,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",No,No,Yes,1,4,35,700,2ND,0,2ND,HEART BREAKERS BAR,,December2012.dta
574674.171264037,1015204.61532826,T,286980,12nov2012,2012,11,12,900,December,2012,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,No,No,Yes,1,5,66,1433,GRAND,0,GRAND,,2ND FLOOR,December2012.dta
-,-,U,288479,19dec2012,2012,12,19,1144,December,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,7,48,1301,N SKINKER BLVD,0,,,,December2012.dta
-,-,U,288651,02dec2012,2012,12,2,2000,December,2012,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,9,38,1,BARNES JEWISH HOPITA,0,,,,December2012.dta
-,-,U,288897,22dec2012,2012,12,22,25,December,2012,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,1,16,3724,KEOKUK,0,,ON STREET,ON STREET,December2012.dta
-,-,U,288908,22dec2012,2012,12,22,1100,December,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,1000,INTERSTATE 55,0,12TH,,,December2012.dta
567821.199671153,1020160.53183089,T,289887,30dec2012,2012,12,30,2100,December,2012,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,9,38,512,EUCLID,0,,COCO LOUCO BRASIL/COCO CABANA CLUB,,December2012.dta
-,-,U,289983,31dec2012,2012,12,31,2130,December,2012,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,1800,SPRUCE,0,,UNION STATION,UNION STATION,December2012.dta
-,-,U,290395,07dec2012,2012,12,7,1020,December,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,76,5402,GOODFELLOW BLVD,0,,,,December2012.dta
-,-,U,290883,01jan2013,2013,1,1,1044,January,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,1,5800,I 55 SOUTHBOUND,0,,,,January2013.dta
-,-,U,291029,02jan2013,2013,1,2,1505,January,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,2,12,5000,DUGAN AVE,0,,,,January2013.dta
-,-,U,291865,09jan2013,2013,1,9,152,January,2013,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,1,1,8300,GERMANIA ST,0,,,,January2013.dta
-,-,U,291899,09jan2013,2013,1,9,1100,January,2013,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,7,47,250,DEBALIVERE,0,OAKWOOD,FOREST PARK STATION,METROLINK STATION,January2013.dta
-,-,U,293843,23jan2013,2013,1,23,2109,January,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,7,78,6250,PAGE,0,,WELLSTON MARKET,,January2013.dta
-,-,U,294450,28jan2013,2013,1,28,2230,January,2013,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,0,0,3001,LISMORE ST,0,,,,January2013.dta
-,-,U,294587,30jan2013,2013,1,30,440,January,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,9,38,76,S. KINGSHIGHWAY,0,,,,January2013.dta
-,-,U,294937,10dec2012,2012,12,10,1430,January,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,5,66,1279,E GRAND AVE,0,,,,January2013.dta
-,-,U,295009,21dec2012,2012,12,21,310,January,2013,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",No,No,Yes,1,9,39,1100,TALMAGE,0,MANCHESTER,,,January2013.dta
-,-,U,295195,04jan2013,2013,1,4,1529,February,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,Yes,1,1,2,300,TESSON,0,TESSON,,,February2013.dta
-,-,U,295291,25jan2013,2013,1,25,1406,February,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,9,37,3500,FOREST PARK AVE,0,FOREST PARK,,,February2013.dta
575833.863763858,1020666.28238463,T,295308,27jan2013,2013,1,27,1712,February,2013,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,Yes,1,5,64,209,GRAND,0,,,,February2013.dta
-,-,U,295783,04feb2013,2013,2,4,1401,February,2013,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER,CIVIC CENTER,February2013.dta
-,-,U,295817,04feb2013,2013,2,4,1829,February,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,7,51,5200,DR MARTIN LUTHER KIN,0,,,,February2013.dta
-,-,U,296399,09feb2013,2013,2,9,1055,February,2013,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,8,56,2200,E WARNE AVE,0,,,,February2013.dta
-,-,U,296637,10feb2013,2013,2,10,325,February,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,3,81,3600,CENTER CROSS DR,0,,TOWER GROVE PARK,,February2013.dta
-,-,U,297047,13feb2013,2013,2,13,2255,February,2013,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,6125,W NATURAL BRIDGE AVE,0,,PHILLIPS 66,PARKING LOT,February2013.dta
-,-,U,297073,14feb2013,2013,2,14,1012,February,2013,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,1,18,23766,KEOKUK,0,SUBLETTE,,,February2013.dta
-,-,U,297083,14feb2013,2013,2,14,1228,February,2013,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,9,38,4,WALTON ROW,0,,,,February2013.dta
-,-,U,297347,16feb2013,2013,2,16,2200,February,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,5,67,3733,E. DESOTO,0,,,,February2013.dta
-,-,U,298055,24feb2013,2013,2,24,1930,February,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,36,2000,EUGENIA,0,,DRURY INN HOTEL,DRURY INN HOTEL,February2013.dta
-,-,U,298487,11dec2012,2012,12,11,1018,February,2013,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,8,56,4215,NATURAL BRDG,0,NATURAL,,,February2013.dta
-,-,U,298488,11dec2012,2012,12,11,1018,February,2013,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,8,56,4207,NATURAL BRDG,0,NATURAL,,,February2013.dta
576863.561649684,1020617.69504286,T,298565,28jan2013,2013,1,28,1915,March,2013,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,Yes,1,9,37,3500,LINDELL,0,,,,March2013.dta
-,-,U,298621,12feb2013,2013,2,12,18,March,2013,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,7,50,5879,DR. MARTIN LUTHER KI,0,DR. MARTIN LUTHER KI,,,March2013.dta
-,-,U,298632,14feb2013,2013,2,14,1400,March,2013,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,9,29,4610,HICKORY TRAIL,0,SUBLETTE,,@SOUTH PATROL DIVISION,March2013.dta
-,-,U,299179,04mar2013,2013,3,4,1430,March,2013,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,2,8,6800,DEVONSHIRE,0,DEVONSHIRE,,,March2013.dta
-,-,U,299849,09mar2013,2013,3,9,1716,March,2013,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,8,55,4920,NATURAL BRIDGE,0,,,,March2013.dta
-,-,U,300045,11mar2013,2013,3,11,830,March,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,25,2827,TENNESSEE AVE,0,SHENANDOAH,,,March2013.dta
-,-,U,300469,14mar2013,2013,3,14,2200,March,2013,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,METRO,CIVIC CENTER METRO LINK STATION,March2013.dta
-,-,U,300531,15mar2013,2013,3,15,1514,March,2013,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,4,35,111,S 10TH ST,0,ST AT CLARK,,,March2013.dta
-,-,U,300790,17mar2013,2013,3,17,1345,March,2013,Liquor Laws,222300,LIQUOR LAWS-POSSESSION BY A MINOR,Yes,No,No,1,2,42,6332,WISE AVE,0,WISE,,,March2013.dta
-,-,U,300975,18mar2013,2013,3,18,2316,March,2013,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,73,6211,W FLORISSANT AVE,0,,,,March2013.dta
-,-,U,301433,22mar2013,2013,3,22,2145,March,2013,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,1200,LUCAS ST,0,,,,March2013.dta
-,-,U,301879,27mar2013,2013,3,27,923,March,2013,Other Offense,263210,OBSTRUCT GOVRN OP-JUDIC/TMPR WTH WITNESS,Yes,No,No,1,2,7,6025,SULPHUR,0,NASHVILLE,,,March2013.dta
-,-,U,302215,30mar2013,2013,3,30,249,March,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,700,MEMORIAL,0,,,,March2013.dta
-,-,U,302439,30nov2012,2012,11,30,1305,March,2013,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,6,74,444,ANTELOPE ST,0,ANTELOPE,,,March2013.dta
-,-,U,302492,09feb2013,2013,2,9,1358,April,2013,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,4,34,701,JULIA,0,,,,April2013.dta
-,-,U,302645,27mar2013,2013,3,27,1700,April,2013,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,6,68,3300,E FARLIN AVE,0,,,CITY STREET,April2013.dta
-,-,U,303182,04apr2013,2013,4,4,1230,April,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,200,WELLS DR,0,GOVERNMENT,,KENNEDY FOREST,April2013.dta
-,-,U,303394,05apr2013,2013,4,5,2355,April,2013,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,4,35,300,N. 8TH ST,0,NORTH 8TH ST.,,,April2013.dta
-,-,U,303719,08apr2013,2013,4,8,1645,April,2013,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,6,74,8200,HALLS FERRY RD,0,,,,April2013.dta
-,-,U,303723,08apr2013,2013,4,8,1700,April,2013,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,4,35,710,CONVENTION PLAZA,0,,AMERICA CENTER,,April2013.dta
-,-,U,304178,12apr2013,2013,4,12,53,April,2013,Aggravated Assault,41203,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,Yes,No,No,1,7,48,5900,PAGE,0,,,,April2013.dta
-,-,U,304179,12apr2013,2013,4,12,53,April,2013,Aggravated Assault,41203,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,Yes,No,No,1,7,48,5900,PAGE,0,,,,April2013.dta
-,-,U,304367,13apr2013,2013,4,13,1800,April,2013,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,2,82,2,FOREST PARK AVE,0,,,@FOREST PARK - MUNY LOWER PARKING LO,April2013.dta
-,-,U,304368,13apr2013,2013,4,13,1800,April,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,9,38,98,FOREST PARK AVE,0,,,LOWER MUNY PARKING LOT,April2013.dta
-,-,U,304662,15apr2013,2013,4,15,1750,April,2013,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,4,35,425,PINE,0,PINE,,,April2013.dta
-,-,U,305047,18apr2013,2013,4,18,1130,April,2013,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,3,21,800,LAFAYETTE AVE,0,SOULARD MARKET PARK,SOULARD MARKET PARK,,April2013.dta
-,-,U,305338,20apr2013,2013,4,20,1500,April,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,75,1,CHAIN OF ROCKS,0,,,CHAIN OF ROCKS BRIDGE,April2013.dta
-,-,U,305368,20apr2013,2013,4,20,1942,April,2013,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,73,8690,GOODFELLOW,0,,,,April2013.dta
-,-,U,305369,20apr2013,2013,4,20,1942,April,2013,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,73,8690,GOODFELLOW,0,,,,April2013.dta
-,-,U,305370,20apr2013,2013,4,20,1942,April,2013,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,73,8690,GOODFELLOW,0,,,,April2013.dta
-,-,U,305458,21apr2013,2013,4,21,1235,April,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,3,81,2800,CENTER CROSS DR,0,,,@TOWER GROVE PARK,April2013.dta
-,-,U,305754,23apr2013,2013,4,23,2130,April,2013,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,5,64,5171,PRODUCE ROW,0,,,,April2013.dta
-,-,U,306006,25apr2013,2013,4,25,2007,April,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,2,82,98,FOREST PARK - MUNY,0,,,@FOREST PARK - MUNY,April2013.dta
-,-,U,306640,30apr2013,2013,4,30,1539,April,2013,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,1,5,4201,MERAMEC,0,WINNEBAGO,,,April2013.dta
-,-,U,306767,16feb2013,2013,2,16,605,May,2013,Other Offense,263150,ABANDONMENT OF A CORPSE,No,No,Yes,1,5,66,2106,COLLEGE,0,,,VACANT LOT,May2013.dta
565322.262060773,1005606.01563459,T,306859,16apr2013,2013,4,16,1316,May,2013,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,No,No,Yes,1,7,52,3515,KINGSHIGHWAY,0,KINGSHIGHWAY,,: @US BANK- KINGSHIGHWAY,May2013.dta
-,-,U,307440,04may2013,2013,5,4,46,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,9,77,3200,LINDELL,0,,,,May2013.dta
-,-,U,307787,06may2013,2013,5,6,830,May,2013,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,1,17,4600,MICHIGAN,0,,,@MOUNT PLEASANT PARK,May2013.dta
-,-,U,308033,07may2013,2013,5,7,2310,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,72,4500,PRANGE AVE / THRUSH,0,,,,May2013.dta
-,-,U,308214,09may2013,2013,5,9,1142,May,2013,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,6,85,1447,E. ADELAIDE,0,WARNE,O FALLON PARK,,May2013.dta
-,-,U,308459,10may2013,2013,5,10,2120,May,2013,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,420,S EIGHTH ST,0,EIGHTH,BUSCH STADIUM,,May2013.dta
-,-,U,308669,12may2013,2013,5,12,1100,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,1,WELLS DR,0,GOVERNMENT,KENNEDY FOREST,KENNEDY FOREST,May2013.dta
-,-,U,308815,13may2013,2013,5,13,1340,May,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,35,892,SOUTH LENOR K SULLIV,0,CLARK,RV PARKING AREA,RIVERFRONT ATTRACTIONS,May2013.dta
-,-,U,309107,15may2013,2013,5,15,1006,May,2013,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,6,68,4200,RED BUD,0,,,,May2013.dta
-,-,U,309681,19may2013,2013,5,19,105,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,200,LACLEDE LANDING BLVD,0,,,,May2013.dta
-,-,U,310524,24may2013,2013,5,24,1400,May,2013,Frauds,112020,FRAUD-CREDIT DEVICE/UNDER $150,Yes,No,No,1,0,0,6300,S. LINDBERGH BLVD,0,S. LINDBERGH,NEIGHBOR CREDIT UNION,,May2013.dta
567339.937137675,1021467.15245221,T,310592,24may2013,2013,5,24,2215,May,2013,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,9,38,212,KINGSHIGHWAY,0,CLAYTON,CAFE EAU,,May2013.dta
-,-,U,310664,25may2013,2013,5,25,1230,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,1630,CLAYTON AVE / MCKINL,0,,HIGHLANDS GOLF COURSE,,May2013.dta
-,-,U,310993,27may2013,2013,5,27,2140,May,2013,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,1800,CLARK,0,,,@METROLINK- UNION STATION,May2013.dta
-,-,U,311562,05dec2012,2012,12,5,938,May,2013,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,8,6400,ITASKA ST,0,ITASKA,FRANCIS PARK,,May2013.dta
-,-,U,311738,23may2013,2013,5,23,700,June,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,1,LAGOON,0,LINDELL,,@FOREST PARK - HISTORY MUSEUM,June2013.dta
-,-,U,311884,31may2013,2013,5,31,1622,June,2013,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,4,36,300,S 18TH ST,0,,UNION STATION PLATFORM,UNION STATION METRO LINK PLATFORM,June2013.dta
-,-,U,312574,12jun2013,2013,6,12,2154,June,2013,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,6,68,4400,SACRAMENTO AVE,0,,,,June2013.dta
-,-,U,313561,19jun2013,2013,6,19,2110,June,2013,Aggravated Assault,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,3,30,3500,VIRGINA,0,,,,June2013.dta
-,-,U,313562,19jun2013,2013,6,19,2110,June,2013,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,3,30,3500,VIRGINA,0,,,,June2013.dta
-,-,U,313966,21jun2013,2013,6,21,1815,June,2013,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,7,48,5000,SUBURBAN TRACKS,0,,,SUBURBAN TRACKS,June2013.dta
-,-,U,314320,24jun2013,2013,6,24,36,June,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,10700,RIVERVIEW DR,0,,,,June2013.dta
-,-,U,314727,27jun2013,2013,6,27,152,June,2013,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,22,1700,ARSENAL ST,0,,,,June2013.dta
-,-,U,314803,27jun2013,2013,6,27,2045,June,2013,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,6,72,5251,THEODORE,0,THEODORE,,,June2013.dta
-,-,U,314832,27jun2013,2013,6,27,500,June,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,7,12,HAMPTON PLZ,0,,HAMPTON VILLAGE,CLUB FITNESS PARKING LOT,June2013.dta
-,-,U,315177,03jun2013,2013,6,3,1845,June,2013,Disorderly Conduct,243300,DISORDERLY CONDUCT-OTHR DSTRB/UNNEC NOISE,Yes,No,No,1,4,35,420,S. 8TH,0,S. 8TH,,,June2013.dta
-,-,U,315489,04jun2013,2013,6,4,2313,June,2013,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,9,77,3500,FRANKLIN,0,,BLUMEYER HOUSING COMPLEX,BLUMEYER HOUSING COMPLEX,June2013.dta
-,-,U,315693,06jun2013,2013,6,6,1500,June,2013,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,6,70,6000,DARBY,0,DARBY,,,June2013.dta
-,-,U,316509,29jun2013,2013,6,29,1,July,2013,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,No,No,Yes,1,9,37,3112,OLIVE,0,OLIVE,,THE LOFT PARKING LOT,July2013.dta
-,-,U,316854,03jul2013,2013,7,3,11,July,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,6105,MCLARAN AVE,0,,,,July2013.dta
-,-,U,317158,04jul2013,2013,7,4,2248,July,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,64,98,OFALLON PARK,0,,,PARK - OFALLON,July2013.dta
-,-,U,317195,05jul2013,2013,7,5,116,July,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,3,22,1800,ANN,0,GRAVIOS,,,July2013.dta
-,-,U,317335,05jul2013,2013,7,5,2223,July,2013,Other Offense,265100,SAFETY-FIREWORKS VIOLATION,Yes,No,No,1,4,61,1500,CARR ST,0,,,,July2013.dta
-,-,U,317565,07jul2013,2013,7,7,620,July,2013,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,9,38,1,BARNES JEWISH PLZ,0,,BARNES JEWISH HOSPITAL,,July2013.dta
-,-,U,318210,11jul2013,2013,7,11,1620,July,2013,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,4,62,400,CARR ST,0,,,,July2013.dta
-,-,U,318422,13jul2013,2013,7,13,103,July,2013,Disorderly Conduct,243300,DISORDERLY CONDUCT-OTHR DSTRB/UNNEC NOISE,Yes,No,No,1,4,35,8801,WASHINGTON AVE,0,,,,July2013.dta
-,-,U,318483,13jul2013,2013,7,13,1418,July,2013,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,4,35,600,MARKET,0,KEINER,,,July2013.dta
