xcoord,ycoord,objectid_1,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
899202.991611246,1026682.18128391,2085,246742,12mar2012,2012,3,12,901,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,59,2501,N GRAND BLVD,0,GRAND,CROWN MART,NUISANCE ABATEMENT PROPERTY,March2012.dta
885937.553575244,993585.173331074,2086,246799,12mar2012,2012,3,12,1620,3,2012,6,69702,LARCENY-ALL OTHER UNDER $500,1,0,0,1,1,4,3916,LOUGHBOROUGH,0,,,,March2012.dta
900028.120866496,1003101.60541365,2089,246946,13mar2012,2012,3,13,1715,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,3,18,3624,SALENA,0,SALENA,,,March2012.dta
900434.514410663,1035045.09369191,2090,247035,14mar2012,2012,3,14,1045,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,68,2119,ADELAIDE AVE,0,ADELAIDE,,NUISANCE ABATEMENT PROPERTY,March2012.dta
910590.30971583,1018449.73383807,2091,247273,16mar2012,2012,3,16,1200,3,2012,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,0,0,1,4,35,707,N. 1ST ST,0,N. 1ST,,,March2012.dta
891435.901502412,1046513.30861633,2093,247381,17mar2012,2012,3,17,840,3,2012,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,6,73,5932,WEST FLORISSANT,0,,,F AND G FOODS PARKING LOT,March2012.dta
890217.368506413,1049090.90746374,2094,247528,17mar2012,2012,3,17,2200,3,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,6,73,5939,GOODFELLOW BLVD,0,,,,March2012.dta
897298.09220583,999440.0382617411,2097,247870,20mar2012,2012,3,20,1211,3,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,1,17,4214,SOUTH BROADWAY,0,SOUTH BROADWAY,,,March2012.dta
896439.064396329,998407.2617839871,2098,247915,20mar2012,2012,3,20,1841,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,1,17,4420,BROADWAY,0,BROADWAY,NUISANCE PROPERTY,: @MCDONALDS - 4420 S BROADWAY,March2012.dta
905776.98994616,1019679.03649757,2100,248727,27mar2012,2012,3,27,1015,3,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,4,36,701,15TH,0,15TH,CITY MUSEUM,,March2012.dta
899909.974449247,1034685.78240266,2101,248783,27mar2012,2012,3,27,1838,3,2012,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,5,68,4565,ADELAIDE,0,ADELAIDE,,CITY STRRE,March2012.dta
885009.055104163,1032203.85298333,2103,249061,29mar2012,2012,3,29,2230,3,2012,1,10000,HOMICIDE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
885009.055104163,1032203.85298333,2104,249062,29mar2012,2012,3,29,2230,3,2012,4,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
885009.055104163,1032203.85298333,2105,249063,29mar2012,2012,3,29,2230,3,2012,4,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
885009.055104163,1032203.85298333,2106,249064,29mar2012,2012,3,29,2230,3,2012,4,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
885009.055104163,1032203.85298333,2107,249065,29mar2012,2012,3,29,2230,3,2012,4,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
885009.055104163,1032203.85298333,2108,249066,29mar2012,2012,3,29,2230,3,2012,4,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1,0,0,1,7,78,5508,MARTIN LUTHER KING,0,,,,March2012.dta
908566.106087077,1020178.80944815,2109,249085,30mar2012,2012,3,30,300,3,2012,4,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1,0,0,1,4,62,808,CARR,0,ST. MARY'S HOSPITAL,,COURTYARDS AT CITYSIDE,March2012.dta
894129.047690913,1020179.12539241,2110,249111,30mar2012,2012,3,30,930,3,2012,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,9,37,3853,FOREST PARK,0,FOREST PARK,GAS HOUSE,,March2012.dta
887888.913517661,1025890.48667307,2111,249120,30mar2012,2012,3,30,1055,3,2012,25,250000,LOITERING-BEGGING,1,0,0,1,9,38,600,S KINGHIGHWAY,0,,,KINGSHIGHWAY/64,March2012.dta
888546.342648994,1025092.63360999,2112,249180,30mar2012,2012,3,30,1945,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,9,38,410,EUCLID,0,EUCLID,CETRAL WESTEND,CENTRAL WEST END  PLATFORM,March2012.dta
906533.143617578,1022232.89031374,2117,249359,13jul2010,2010,7,13,600,3,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,0,1,1,4,61,1419,14TH,0,14TH,,RESIDENCE,March2012.dta
890086.895670246,1028066.93310757,2118,249361,15jul2011,2011,7,15,1,3,2012,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,1,0,0,1,8,54,4720,VERNON,0,VERNON,,,March2012.dta
893649.591956913,1039555.20146957,2119,249412,01jan2012,2012,1,1,1200,4,2012,5,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1,0,0,1,6,71,5075,KINGSHIGHWAY,0,KINGSHIGHWAY,,,April2012.dta
883253.798115995,1011216.68367165,2121,249465,23feb2012,2012,2,23,1330,4,2012,3,36421,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,0,0,1,1,2,13,5433,SOUTHWEST,0,SOUTHWEST,FAMILY DOLLAR,,April2012.dta
881152.719640996,1028704.63688465,2122,249483,01mar2012,2012,3,1,2300,4,2012,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,7,48,5800,CABANNE,0,SAN FRANCISCO,,,April2012.dta
887170.143301662,993836.2436950729,2123,249492,06mar2012,2012,3,6,1600,4,2012,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,1,80,3900,HOLLY HILLS AVE,0,HOLLY HILLS,,,April2012.dta
890225.959040411,1016572.02335466,2124,249499,08mar2012,2012,3,8,1330,4,2012,4,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,0,1,1,9,39,4230,NORFOLK,0,NORFOLK,,,April2012.dta
895810.807122663,1049857.38296491,2125,249517,15mar2012,2012,3,15,1018,4,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,6,74,8612,HALLSFERRY,0,HALLSFERRY,,,April2012.dta
904073.256805077,1033878.04320449,2126,249520,15mar2012,2012,3,15,2048,4,2012,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,0,1,1,5,66,1416,OBEAR,0,OBEAR,,STREET,April2012.dta
877970.795886744,1027394.03878407,2127,249541,19mar2012,2012,3,19,2348,4,2012,4,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,0,1,1,7,46,6144,DELMAR,0,DELMAR,PIE,,April2012.dta
893440.687190995,1034063.6980169,2128,249553,22mar2012,2012,3,22,341,4,2012,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,0,1,1,6,69,4675,NATURAL BRIDGE,0,,,,April2012.dta
879915.801183078,1017877.11818541,2129,249559,23mar2012,2012,3,23,730,4,2012,6,67501,"LARCENY-FROM BUILDING OVER $25,000",1,0,0,1,2,42,6265,CLAYTON,0,CLAYTON,@ FOREST PARK HOSPITAL,,April2012.dta
889918.837607414,1048657.07696657,2131,249562,23mar2012,2012,3,23,2100,4,2012,7,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,6,76,6316,WEST FLORISSANT AVE.,0,,,(TATOO CITY) REAR PARKING LOT,April2012.dta
897743.696301494,1005988.79977049,2132,249595,26mar2012,2012,3,26,2109,4,2012,3,31112,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,0,0,1,1,3,30,3243,IOWA,0,IOWA,,:REAR ALLEY,April2012.dta
888221.176960744,988751.012723818,2133,249611,27mar2012,2012,3,27,1935,4,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,1,2,7700,IVORY,0,IVORY,,,April2012.dta
884600.86071058,1004447.02004565,2138,250208,04apr2012,2012,4,4,822,4,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,2,7,4929,CHIPPEWA,0,CHIPPEWA,SOUTHTOWN APARTMENTS LLC,SOUTH TOWN APARTMENTS LLC,April2012.dta
899215.180235162,999888.740776405,2142,250403,05apr2012,2012,4,5,1645,4,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,1,18,4070,SOUTH 1ST ST,0,,,I-55/GASCONADE EXIT/ENTRANCE RAMPS,April2012.dta
888546.342648994,1025092.63360999,2143,250425,05apr2012,2012,4,5,1930,4,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,9,38,410,S EUCLID AVE,0,,CENTRAL WEST END METROLINK,CENTRAL WEST END METROLINK,April2012.dta
888546.342648994,1025092.63360999,2144,250426,05apr2012,2012,4,5,1930,4,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,9,38,410,S EUCLID AVE,0,,CENTRAL WEST END METROLINK,CENTRAL WEST END METROLINK,April2012.dta
894917.135681663,1032026.93995132,2146,250460,05apr2012,2012,4,5,2340,4,2012,2,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1,0,0,1,8,56,4400,ASHLAND,0,,,,April2012.dta
904649.256965414,1013914.46928657,2147,250557,06apr2012,2012,4,6,1847,4,2012,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,4,33,1320,LASALLE ST,0,,,,April2012.dta
876081.728470661,1019106.68035882,2148,251207,11apr2012,2012,4,11,900,4,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,2,44,6900,CLAYTON,0,CLAYTON,LINDELL BANK,BACK PARKING LOT,April2012.dta
877267.270390913,1025459.77493607,2149,251408,12apr2012,2012,4,12,1635,4,2012,26,266100,PUBLIC ORDER-DEMONSTRATING,1,0,0,1,2,45,270,N SKINKER BLVD,0,,CITY STREET,,April2012.dta
901285.759099245,1031435.85451932,2150,251431,12apr2012,2012,4,12,1845,4,2012,4,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",1,0,0,1,5,83,3721,KOSSUTH,0,,NA,SIDEWALK,April2012.dta
903159.174643744,1006917.80972349,2153,251954,15apr2012,2012,4,15,1500,4,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,35,1,BUSCH PL,0,PESTALOZZI,ANHEUSER-BUSCH,VISITOR S CENTER,April2012.dta
908424.028615329,1017064.48660857,2154,252114,16apr2012,2012,4,16,922,4,2012,22,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1,0,0,1,4,35,600,CHESTNUT,0,,@KIENER PLAZA,,April2012.dta
880797.812542412,1028660.33972915,2155,252288,17apr2012,2012,4,17,1300,4,2012,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,7,48,12,CABANNE TOWNHOMES,0,,,,April2012.dta
905665.28741366,1018714.01939874,2162,253445,25apr2012,2012,4,25,1050,4,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,310,N 15TH ST,0,15TH,CONFLUENCE COLLEGE PREPARATORY ACADEM,,April2012.dta
905665.28741366,1018714.01939874,2163,253446,25apr2012,2012,4,25,1050,4,2012,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,4,36,310,N 15TH ST,0,15TH,CONFLUENCE COLLEGE PREPARATORY ACADEM,,April2012.dta
880375.837336496,1033085.77969716,2166,253611,26apr2012,2012,4,26,1355,4,2012,15,151120,WEAPONS-STATE VIOL/UNLWFL USE/FLOURISHING,1,0,0,1,7,48,6111,PAGE AVE,0,,,,April2012.dta
893196.474096745,1006592.51017724,2170,254226,01sep2011,2011,9,1,800,4,2012,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,3,15,3641,UTAH PL,0,UTAH,,,April2012.dta
889028.676001914,1045648.98652607,2171,254259,15feb2012,2012,2,15,1,5,2012,9,92000,SIMPLE ASSAULT-HARRASSMENT,1,0,0,1,6,76,6137,GARESCHE,0,GARESCHE,,,May2012.dta
901776.784363911,1022246.38241274,2172,254317,26mar2012,2012,3,26,2130,5,2012,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,1,0,0,1,9,59,2707,STODDARD,0,STODDARD,,,May2012.dta
895574.82301458,1032606.23866149,2173,254322,29mar2012,2012,3,29,1055,5,2012,18,183130,DRUGS-SALE/HEROIN,0,0,1,1,8,56,4332,NATURAL BRIDGE,0,NATURAL BRIDGE,,,May2012.dta
905490.583366744,1024818.48389582,2174,254343,02apr2012,2012,4,2,1300,5,2012,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,60,1824,BENTON,0,BENTON,,,May2012.dta
879612.029808994,1025366.42013591,2175,254362,10apr2012,2012,4,10,1645,5,2012,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,1,1,7,46,5855,PERSHING,0,PERSHING,,,May2012.dta
892096.447753496,1006873.86164866,2176,254369,12apr2012,2012,4,12,1209,5,2012,6,69702,LARCENY-ALL OTHER UNDER $500,0,0,1,1,3,15,3844,HUMPHREY,0,HUMPHREY,,,May2012.dta
891532.886216577,1017458.28142466,2177,254371,13apr2011,2011,4,13,2230,5,2012,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,9,39,4100,MANCHESTER,0,MANCHESTER,GROVE AREA,,May2012.dta
897468.734909162,1049838.89218824,2178,254375,13apr2012,2012,4,13,930,5,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,6,74,8444,N BROADWAY,0,BROADWAY,,,May2012.dta
902975.166481581,1010033.73000082,2180,254392,17apr2012,2012,4,17,2200,5,2012,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1,0,0,1,3,21,2121,12TH,0,12TH,,REAR,May2012.dta
906268.96205933,1026704.07756557,2181,254420,21apr2012,2012,4,21,800,5,2012,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,0,0,1,1,5,63,1416,SULLIVAN,0,SULLIVAN,,ROAD,May2012.dta
906202.255171746,1021648.5614299,2182,254475,27apr2012,2012,4,27,1,5,2012,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,4,61,1215,N 15TH ST.,0,N. 15TH ST.,,,May2012.dta
886642.761810496,1034275.08440515,2183,254506,29apr2012,2012,4,29,1400,5,2012,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,7,50,2728,SEMPLE,0,,,,May2012.dta
888546.342648994,1025092.63360999,2185,254847,03may2012,2012,5,3,853,5,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,9,38,410,S EUCLID AVE,0,,CENTRAL WEST END STATION,STAIRWELL/ELEVATOR AREA,May2012.dta
888546.342648994,1025092.63360999,2186,254848,03may2012,2012,5,3,853,5,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,9,38,410,S EUCLID AVE,0,,CENTRAL WEST END STATION,STAIRWELL/ELEVATOR AREA,May2012.dta
877267.270390913,1025459.77493607,2187,254897,03may2012,2012,5,3,1450,5,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,2,82,260,N SKINKER BLVD,0,DE BALIVIERE,SKINKER METROLINK STATION,SKINKER METROLINK STATION,May2012.dta
892720.200771078,995158.473990239,2188,255300,05may2012,2012,5,5,2035,5,2012,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,1,1,516,EILER ST,0,EILER,,,May2012.dta
903538.606955744,1019571.51669949,2189,255318,05may2012,2012,5,5,2237,5,2012,4,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1,0,0,1,4,36,2005,LOCUST,0,LOCUST,,,May2012.dta
889789.656435329,1047581.34814691,2192,255606,07may2012,2012,5,7,2000,5,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,6,76,5701,FLOY,0,,,,May2012.dta
904367.212910078,1025632.85661091,2193,255731,08may2012,2012,5,8,1955,5,2012,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,5,60,2609,RAUSCHENBACH,0,RAUSCHENBACH,,,May2012.dta
881824.589360245,1021308.1506934,2194,255741,08may2012,2012,5,8,2047,5,2012,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,2,82,5600,GRAND DR,0,,,@ TWIN LOTS ACROSS FROM VISITORS CEN,May2012.dta
900764.380876914,1032065.70037249,2195,255764,08may2012,2012,5,8,2235,5,2012,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,5,67,3800,LEE,0,,,,May2012.dta
900373.055215996,1034537.77055957,2196,255788,09may2012,2012,5,9,336,5,2012,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,5,68,4105,W. FLORISSANT AVE,0,,,,May2012.dta
900290.261418328,1032808.81994924,2198,256089,11may2012,2012,5,11,220,5,2012,16,161000,PROSTITUTION,1,0,0,1,5,67,4200,COLLEGE AVE,0,,,,May2012.dta
903932.82106233,1019897.12037899,2200,256434,13may2012,2012,5,13,333,5,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,1917,WASHINGTON AVE,0,WASHINGTON,CITY NIGHT CLUB,,May2012.dta
892278.939842578,1032448.87020982,2203,256928,16may2012,2012,5,16,1430,5,2012,1,10000,HOMICIDE,1,0,0,1,8,55,4701,LABADIE,0,,,,May2012.dta
892278.939842578,1032448.87020982,2204,256929,16may2012,2012,5,16,1430,5,2012,3,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,1,0,0,1,8,55,4701,LABADIE,0,,,,May2012.dta
891146.612382829,1035040.91948766,2205,257452,20may2012,2012,5,20,200,5,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,8,55,3524,N. KINGSHIGHWAY,0,N. KINGSHIGHWAY,,,May2012.dta
894564.313552663,1052208.61841991,2208,258466,26may2012,2012,5,26,2100,5,2012,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,6,0,1199,RIVERVIEW DR,0,,HALLS FERRY CIRCLE,,May2012.dta
903573.887725078,1031001.42986324,2209,258933,30may2012,2012,5,30,1030,5,2012,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,5,65,4125,FLORISSANT,0,FLORISSANT,,,May2012.dta
885375.41067066,1036562.06605165,2211,259033,30may2012,2012,5,30,2230,5,2012,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,7,50,5713,LABADIE,0,LABADIE,,,May2012.dta
890072.049571328,1037073.97972599,2215,259172,31jan2009,2009,1,31,900,6,2012,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,0,0,4014,NORTH UNION,0,NORTH UNION,,,June2012.dta
890918.281474661,1036070.25699591,2217,259191,08mar2012,2012,3,8,1200,6,2012,11,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1,0,0,1,0,0,3901,N KINGSHIGHWAY BLVD,0,KINGSHIGHWAY,,,June2012.dta
903680.616514247,1009518.63227774,2218,259214,15apr2012,2012,4,15,2345,6,2012,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,3,21,2210,MENARD,0,MENARD,,,June2012.dta
904225.914308161,1012767.87184224,2219,259221,20apr2012,2012,4,20,700,6,2012,10,101000,FORGERY,1,0,0,1,4,0,1513,N 13TH ST,0,13TH,CROWN MART,,June2012.dta
888962.473706495,1008752.89004282,2220,259290,12may2012,2012,5,12,2240,6,2012,4,44016,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,0,0,1,1,3,15,4237,HARTFORD,0,HARTFORD,,: APT A,June2012.dta
875303.170644578,1008787.80893624,2221,259295,14may2012,2012,5,14,1410,6,2012,6,69702,LARCENY-ALL OTHER UNDER $500,0,0,1,1,2,9,3282,JAMIESON,0,JAMIESON,GAS MART II,,June2012.dta
907662.571148746,1020782.53199399,2223,259339,22may2012,2012,5,22,2100,6,2012,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,0,0,1,1,4,62,1108,HADLEY,0,HADLEY,,REAR LOT,June2012.dta
884007.595164828,1004206.19966116,2224,259346,23may2012,2012,5,23,1435,6,2012,18,183400,DRUGS-SALE/MARIJUANA,0,0,1,1,2,7,4201,HEREFORD,0,HEREFORD,,,June2012.dta
895883.963144328,1023492.59940849,2225,259366,25may2012,2012,5,25,900,6,2012,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,9,0,3847,ENRIGHT,0,JUVENILE DENTION,,,June2012.dta
891435.901502412,1046513.30861633,2226,259404,28may2012,2012,5,28,1805,6,2012,3,31411,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS,0,0,1,1,6,76,5932,FLORISSANT,0,FLORISSANT,F AND G FOODS,,June2012.dta
901321.717032578,1015042.73704316,2228,259529,31may2012,2012,5,31,2314,6,2012,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,0,0,1116,MISSOURI,0,,,,June2012.dta
884573.432287745,1003750.24617674,2231,259805,02jun2012,2012,6,2,2110,6,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,4301,S KINGSHIGHWAY BLVD,0,KINGSHIGHWAY,APPLIANCE STOP,AKA 4902-08 WINONA,June2012.dta
887170.143301662,993836.2436950729,2233,260149,05jun2012,2012,6,5,1000,6,2012,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,1,0,930,HOLLY HILLS,0,,CARONDELET YMCA,,June2012.dta
899645.453324746,1013928.27404899,2234,260175,05jun2012,2012,6,5,1200,6,2012,11,112010,FRAUD-CREDIT DEVICE/OVER $150,1,0,0,1,9,0,2639,ST. VINCENT,0,ST. VINCENT,,,June2012.dta
893355.540051579,1002377.18166566,2236,260346,06jun2012,2012,6,6,1315,6,2012,26,266100,PUBLIC ORDER-DEMONSTRATING,1,0,0,1,1,0,3920,S GRAND,0,,,SIDEWALK/STREET,June2012.dta
896600.23172491,1019159.6156204,2238,260821,09jun2012,2012,6,9,1500,6,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,0,0,300,S. GRAND,0,SOUTH GRAND,,,June2012.dta
889999.862379745,1048539.77536391,2239,260930,10jun2012,2012,6,10,541,6,2012,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,0,0,6300,W FLORISSANT,0,,,,June2012.dta
888018.802693579,1027542.07851424,2241,261233,12jun2012,2012,6,12,1007,6,2012,25,250000,LOITERING-BEGGING,1,0,0,1,3,0,1000,S KINGSHIGHWAY,0,,,ON CENTER CONCRETE ISLAND,June2012.dta
893236.933333412,1002056.4510079,2242,261646,14jun2012,2012,6,14,1929,6,2012,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,0,0,3934,SOUTH GRAND,0,SOUTH GRAND,,,June2012.dta
908425.038455829,1017299.24663774,2245,261915,16jun2012,2012,6,16,1200,6,2012,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,0,600,PINE ST,0,PINE,KIENER WEST GARAGE,,June2012.dta
908091.30880833,1014315.75719791,2246,262029,17jun2012,2012,6,17,220,6,2012,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,0,0,1,4,0,736,S. BROADWAY,0,S. BROADWAY,BROADWAY OYSTER BAR,,June2012.dta
895093.649764329,1000291.36497115,2247,262117,17jun2012,2012,6,17,2100,6,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,1,0,3115,MERAMEC ST,0,MERAMEC,,,June2012.dta
893805.630030662,1020467.87120599,2248,262154,18jun2012,2012,6,18,313,6,2012,21,211000,DUI-DRVING WHILE INTOXICATED,1,0,0,1,9,0,1,N. VANDEVENTER,0,,,,June2012.dta
911189.496181495,1067566.94728324,2250,262375,19jun2012,2012,6,19,1700,6,2012,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,0,0,10900,RIVERVIEW,0,,,,June2012.dta
899582.147348996,1026785.07609124,2251,262637,21jun2012,2012,6,21,1016,6,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,2534,N. GRAND,0,N. GRAND,THE GRAND MOTEL,NUISANCE ABATEMENT PROPERTY,June2012.dta
897958.886487912,1024098.38691082,2253,263220,25jun2012,2012,6,25,1244,6,2012,11,112020,FRAUD-CREDIT DEVICE/UNDER $150,1,0,0,1,9,0,1235,N. GRAND,0,N. GRNAD,,,June2012.dta
903661.442996163,1010435.19081207,2256,263954,06oct2010,2010,10,6,1030,6,2012,17,175500,SEX OFFNS-SX MISCONDUCT/FIRST,1,0,0,1,3,0,2000,S 11TH ST,0,11TH,,SINGLE FAMILY,June2012.dta
897971.409100663,1035120.77923607,2257,263961,05dec2011,2011,12,5,1200,6,2012,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,6,0,4401,ATHLONE,0,4401,,,June2012.dta
890917.935346745,1004390.26458174,2258,263973,11feb2012,2012,2,11,908,7,2012,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,3,15,3940,THOLOZAN,0,THOLOZAN,GARAGE,,July2012.dta
884148.828806244,1002882.36569466,2259,264005,16may2012,2012,5,16,1000,7,2012,26,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,1,0,0,1,1,7,4501,S. KINGSHIGHWAY,0,S. KINGSHIGHWAY,OGRES GAMES,,July2012.dta
899274.249014661,1021034.58168674,2260,264012,16may2012,2012,5,16,1000,7,2012,26,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,1,0,0,1,9,37,3101,WASHINGTON AVE,0,WASHINGTON,CC&H TECH SERVICES,,July2012.dta
907178.367064662,1029937.84931324,2261,264018,20may2012,2012,5,20,535,7,2012,26,265321,LEAVING SCENE OF ACCIDENT,0,0,1,1,5,64,3607,BROADWAY,0,,,,July2012.dta
