X,Y,ObjectID,Status,Score,Match_type,Match_addr,Side,Ref_ID,User_fld,Addr_type,ARC_Single,id,dateoccurr,yearoccurr,monthoccur,dayoccurre,timeoccurr,month,year,ucr,crime,descriptio,newcrime,unfounded,adjustment,count,district,neighborho,ileadsaddr,ileadsstre,cadaddress,cadstreet,locationna,locationco,xcoord,ycoord,_source,mergedilea
-1.79769313486232e+308,-1.79769313486232e+308,424,U,0.00000000000,A,,,-1,,,900 RIVERVIEW BLVD,464385,05jul2016,2016,7,5,200,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,900,RIVERVIEW BLVD,,RIVERVIEW,,,0,0,July2016.dta,900 RIVERVIEW BLVD
574728.688445192,1006777.12561379,425,M,100.00000000000,A,3400 WYOMING ST,,95670,,PointAddress,3400 WYOMING ST,464388,05jul2016,2016,7,5,200,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,3400,WYOMING ST,,MINNESOTA,,,0,0,July2016.dta,3400 WYOMING ST
-1.79769313486232e+308,-1.79769313486232e+308,426,U,0.00000000000,A,,,-1,,,3100 THOMAS ST,464397,05jul2016,2016,7,5,300,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,77,3100,THOMAS ST,,,,,0,0,July2016.dta,3100 THOMAS ST
-1.79769313486232e+308,-1.79769313486232e+308,427,U,0.00000000000,A,,,-1,,,1100 ST CHARLES ST,464410,05jul2016,2016,7,5,950,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1100,ST CHARLES ST,,ST CHARLES,,,0,0,July2016.dta,1100 ST CHARLES ST
587742.920396633,1016758.93094231,428,M,100.00000000000,A,700 MARKET ST,,61201,,PointAddress,700 MARKET ST,464585,06jul2016,2016,7,6,1900,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,700,MARKET ST,,,,@GENERAL AMERICAN INS CO,0,0,July2016.dta,700 MARKET ST
-1.79769313486232e+308,-1.79769313486232e+308,429,U,0.00000000000,A,,,-1,,,1400 E GRAND AVE,464587,06jul2016,2016,7,6,1912,July,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,66,1400,E GRAND AVE,,,,,0,0,July2016.dta,1400 E GRAND AVE
-1.79769313486232e+308,-1.79769313486232e+308,430,U,0.00000000000,A,,,-1,,,6100 PAGE BLVD,464641,07jul2016,2016,7,7,125,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,78,6100,PAGE BLVD,,,DJ S PACKAGE LIQUOR,,0,0,July2016.dta,6100 PAGE BLVD
580138.254585281,1012602.97499589,431,M,100.00000000000,A,2300 LAFAYETTE AVE,,16871,,PointAddress,2300 LAFAYETTE AVE,464727,07jul2016,2016,7,7,1850,July,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,3,32,2300,LAFAYETTE AVE,,,,,0,0,July2016.dta,2300 LAFAYETTE AVE
-1.79769313486232e+308,-1.79769313486232e+308,432,U,0.00000000000,A,,,-1,,,7000 BERTHOLD AVE,464790,08jul2016,2016,7,8,100,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,44,7000,BERTHOLD AVE,,BERTHOLD,,,0,0,July2016.dta,7000 BERTHOLD AVE
-1.79769313486232e+308,-1.79769313486232e+308,433,U,0.00000000000,A,,,-1,,,10 HUNTLEIGH DOWNS ROAD,464813,08jul2016,2016,7,8,918,July,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,10,HUNTLEIGH DOWNS ROAD,,GRAND,,,0,0,July2016.dta,10 HUNTLEIGH DOWNS ROAD
569115.936592963,1025487.14463862,434,M,100.00000000000,A,4700 WASHINGTON AVE,,5395,,PointAddress,4700 WASHINGTON AVE,464872,08jul2016,2016,7,8,2118,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,38,4700,WASHINGTON AVE,,WASHINGTON,,,0,0,July2016.dta,4700 WASHINGTON AVE
573862.846729096,1030333.8935732,435,M,100.00000000000,A,4400 MAFFITT AVE,,36952,,PointAddress,4400 MAFFITT AVE,464970,09jul2016,2016,7,9,1503,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,57,4400,MAFFITT AVE,,,,,0,0,July2016.dta,4400 MAFFITT AVE
582851.567190468,1010151.76325732,436,M,89.04000000000,A,1200 RUSSELL BLVD,,55248,,PointAddress,1200 RUSSELL AVE,465001,09jul2016,2016,7,9,2030,July,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,3,21,1200,RUSSELL AVE,,RUSSELL,,,0,0,July2016.dta,1200 RUSSELL AVE
568372.105880905,1025050.42195755,437,M,90.87000000000,A,400 N EUCLID AVE,,60463,,PointAddress,400 S EUCLID AVE,465271,11jul2016,2016,7,11,1800,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,38,400,S EUCLID AVE,,EUCLID,CWE,TRAIN PLATFORM,0,0,July2016.dta,400 S EUCLID AVE
586375.346136205,1018412.71194198,438,M,100.00000000000,A,1200 LOCUST ST,,67648,,PointAddress,1200 LOCUST ST,465390,12jul2016,2016,7,12,1514,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,CHRIST CHURCH CATHEDRAL,,0,0,July2016.dta,1200 LOCUST ST
585725.353412919,1017971.08903643,439,M,100.00000000000,A,1300 PINE ST,,115565,,PointAddress,1300 PINE ST,465425,12jul2016,2016,7,12,1940,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1300,PINE ST,,,,IN PARK,0,0,July2016.dta,1300 PINE ST
579397.710342862,1009501.16674078,440,M,90.87000000000,A,2500 S JEFFERSON AVE,,47871,,PointAddress,2500 N JEFFERSON AVE,465465,12jul2016,2016,7,12,2346,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,59,2500,N JEFFERSON AVE,,,,,0,0,July2016.dta,2500 N JEFFERSON AVE
-1.79769313486232e+308,-1.79769313486232e+308,441,U,0.00000000000,A,,,-1,,,6000 MARGARETTA AVE,465475,13jul2016,2016,7,13,100,July,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,6,70,6000,MARGARETTA AVE,,,,,0,0,July2016.dta,6000 MARGARETTA AVE
-1.79769313486232e+308,-1.79769313486232e+308,442,U,0.00000000000,A,,,-1,,,1 BARNES JEWISH PLZ,465764,15jul2016,2016,7,15,700,July,2016,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,5,38,1,BARNES JEWISH PLZ,,,@BARNES JEWISH HOSPITAL,@BARNES JEWISH HOSPITAL,0,0,July2016.dta,1 BARNES JEWISH PLZ
581766.820392352,1030987.79293712,443,M,90.87000000000,A,4100 N GRAND BLVD,,34006,,PointAddress,4100 S GRAND BLVD,465836,15jul2016,2016,7,15,1956,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,4100,S GRAND BLVD,,GRAND,,,0,0,July2016.dta,4100 S GRAND BLVD
-1.79769313486232e+308,-1.79769313486232e+308,444,U,0.00000000000,A,,,-1,,,5800 FYLER AVE,466160,17jul2016,2016,7,17,2200,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,14,5800,FYLER AVE,,FYLER,,,0,0,July2016.dta,5800 FYLER AVE
-1.79769313486232e+308,-1.79769313486232e+308,445,U,0.00000000000,A,,,-1,,,2700 S 7TH ST,466363,19jul2016,2016,7,19,1425,July,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,20,2700,S 7TH ST,,,,,0,0,July2016.dta,2700 S 7TH ST
561650.418377314,1021265.92442778,446,M,100.00000000000,A,700 CARR LANE DR,,230647,,PointAddress,700 CARR LANE DR,466368,19jul2016,2016,7,19,1450,July,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,WELLS,FOREST PARK,FOREST PARK,0,0,July2016.dta,700 CARR LANE DR
561650.418377314,1021265.92442778,447,M,100.00000000000,A,700 CARR LANE DR,,230647,,PointAddress,700 CARR LANE DR,466375,19jul2016,2016,7,19,1525,July,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,0,0,July2016.dta,700 CARR LANE DR
-1.79769313486232e+308,-1.79769313486232e+308,448,U,0.00000000000,A,,,-1,,,3340 SELBER CT,466475,20jul2016,2016,7,20,1210,July,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,5,50,3340,SELBER CT,,,,,0,0,July2016.dta,3340 SELBER CT
564652.922840662,1026706.81575518,449,M,100.00000000000,A,5300 SAVOY CT,,220287,,PointAddress,5300 SAVOY CT,466534,20jul2016,2016,7,20,2130,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,49,5300,SAVOY CT,,SAVOY,,,0,0,July2016.dta,5300 SAVOY CT
-1.79769313486232e+308,-1.79769313486232e+308,450,U,0.00000000000,A,,,-1,,,3800 PRAIRIE AVE,466558,21jul2016,2016,7,21,100,July,2016,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,4,59,3800,PRAIRIE AVE,,GRAND,,FAIRGROUNDS PARK,0,0,July2016.dta,3800 PRAIRIE AVE
-1.79769313486232e+308,-1.79769313486232e+308,451,U,0.00000000000,A,,,-1,,,300 CARR ST,466646,21jul2016,2016,7,21,1935,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,300,CARR ST,,CARR,,,0,0,July2016.dta,300 CARR ST
586375.346136205,1018412.71194198,452,M,100.00000000000,A,1200 LOCUST ST,,67648,,PointAddress,1200 LOCUST ST,466651,21jul2016,2016,7,21,2010,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1200,LOCUST ST,,,,,0,0,July2016.dta,1200 LOCUST ST
-1.79769313486232e+308,-1.79769313486232e+308,453,U,0.00000000000,A,,,-1,,,300 N 14TH ST,466793,22jul2016,2016,7,22,2029,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,300,N 14TH ST,,,,@ PINE,0,0,July2016.dta,300 N 14TH ST
-1.79769313486232e+308,-1.79769313486232e+308,454,U,0.00000000000,A,,,-1,,,1400 WRIGHT ST,466964,24jul2016,2016,7,24,530,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,63,1400,WRIGHT ST,,WRIGHT,,,0,0,July2016.dta,1400 WRIGHT ST
-1.79769313486232e+308,-1.79769313486232e+308,455,U,0.00000000000,A,,,-1,,,1400 LOCUST ST,467075,25jul2016,2016,7,25,1,July,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,1400,LOCUST ST,,LOCUST,NEW LIFE EVANGELISTIC CENTER,@NEW LIFE EVNGLSTC CNTR,0,0,July2016.dta,1400 LOCUST ST
582720.581176333,1032245.04991105,456,M,100.00000000000,A,4314 N GRAND BLVD,,34042,,PointAddress,4314 N GRAND,467113,25jul2016,2016,7,25,1249,July,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,67,4314,N GRAND,,N GRAND,FAMILY DOLLAR,NUISANCE ABATMENT PROPERTY,0,0,July2016.dta,4314 N GRAND
582720.581176333,1032245.04991105,457,M,100.00000000000,A,4314 N GRAND BLVD,,34042,,PointAddress,4314 N. GRAND,467119,25jul2016,2016,7,25,1359,July,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,67,4314,N. GRAND,,N. GRAND,FAMILY DOLLARS,NUISANCE ABATEMENT PROPERTY,0,0,July2016.dta,4314 N. GRAND
579407.808866993,1026742.9701967,458,M,100.00000000000,A,2534 N GRAND BLVD,,33859,,PointAddress,2534 N GRAND,467216,26jul2016,2016,7,26,903,July,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,59,2534,N GRAND,,N GRAND,THE GRAND MOTEL,NUISANCE ABATEMENT PROPERTY,0,0,July2016.dta,2534 N GRAND
-1.79769313486232e+308,-1.79769313486232e+308,459,U,0.00000000000,A,,,-1,,,1300 HAMILTON AVE,467254,26jul2016,2016,7,26,1430,July,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,5,48,1300,HAMILTON AVE,,HAMILTON,,APT A,0,0,July2016.dta,1300 HAMILTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,460,U,0.00000000000,A,,,-1,,,300 N 14TH ST,467284,26jul2016,2016,7,26,1940,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,300,N 14TH ST,,,,,0,0,July2016.dta,300 N 14TH ST
-1.79769313486232e+308,-1.79769313486232e+308,461,U,0.00000000000,A,,,-1,,,4900 PERNOD AVE,467657,29jul2016,2016,7,29,1241,July,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,14,4900,PERNOD AVE,,,,,0,0,July2016.dta,4900 PERNOD AVE
587305.824302744,1018693.39282646,462,M,100.00000000000,A,1000 WASHINGTON AVE,,3866,,PointAddress,1000 WASHINGTON AVE,467716,29jul2016,2016,7,29,2155,July,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1000,WASHINGTON AVE,,TUCKER,,,0,0,July2016.dta,1000 WASHINGTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,463,U,0.00000000000,A,,,-1,,,8410 GIMBLIN ST,467851,30jul2016,2016,7,30,2312,July,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,74,8410,GIMBLIN ST,,,,,0,0,July2016.dta,8410 GIMBLIN ST
581469.12629531,1023272.28138369,464,M,100.00000000000,A,2714 THOMAS ST,,89695,,PointAddress,2714 THOMAS,467968,12jan2016,2016,1,12,940,August,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,No,No,No,1,4,59,2714,THOMAS,,,JVL,,0,0,August2016.dta,2714 THOMAS
-1.79769313486232e+308,-1.79769313486232e+308,465,U,0.00000000000,A,,,-1,,,3200 MARTIN LUTHER KING,467970,18jan2016,2016,1,18,837,August,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,No,No,No,1,4,59,3200,MARTIN LUTHER KING,,,,,0,0,August2016.dta,3200 MARTIN LUTHER KING
584940.973561574,1029143.67075314,466,M,100.00000000000,A,3615 N 20TH ST,,91953,,PointAddress,3615 N 20TH,467996,12apr2016,2016,4,12,217,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,3615,N 20TH,,N 20TH,,NUISANCE ABATMENT PROPERTY,0,0,August2016.dta,3615 N 20TH
585868.034236439,1025723.77809521,467,M,100.00000000000,A,2700 N FLORISSANT AVE,,96284,,PointAddress,2700 N FLORISSANT,468009,10may2016,2016,5,10,2200,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,63,2700,N FLORISSANT,,N FLORISSANT,,NUISANCE ABATEMENT PROPERTY,0,0,August2016.dta,2700 N FLORISSANT
588894.070259113,1020807.16165502,468,M,100.00000000000,A,1206 N 8TH ST,,85114,,PointAddress,1206 N 8TH,468011,12may2016,2016,5,12,1230,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1206,N 8TH,,N 8TH,,,0,0,August2016.dta,1206 N 8TH
587158.698556345,1016049.96628834,469,M,100.00000000000,A,811 SPRUCE ST,,128011,,PointAddress,811 SPRUCE,468012,13may2016,2016,5,13,1757,August,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,No,1,4,35,811,SPRUCE,,SPRUCE,AVIS RENTAL,,0,0,August2016.dta,811 SPRUCE
588500.772651233,1020606.75797764,470,M,100.00000000000,A,1110 N 9TH ST,,72327,,PointAddress,1110 N 9TH,468016,20may2016,2016,5,20,230,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1110,N 9TH,,N 9TH,,,0,0,August2016.dta,1110 N 9TH
586358.777306739,1022190.91932174,471,M,100.00000000000,A,1313 N 14TH ST,,94048,,PointAddress,1313 N 14TH,468028,25may2016,2016,5,25,1315,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,61,1313,N 14TH,,N 14TH,PRESERVATION PLACE APARTMENTS,NUISANCE ABATEMENT PROPERTY,0,0,August2016.dta,1313 N 14TH
588507.054066446,1021932.98823171,472,M,100.00000000000,A,1450 N 10TH ST,,74713,,PointAddress,1450 N 10TH,468030,26may2016,2016,5,26,820,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1450,N 10TH,,N 10TH,,,0,0,August2016.dta,1450 N 10TH
587447.187262863,1017761.38279384,473,M,100.00000000000,A,205 N 9TH ST,,72594,,PointAddress,205 N 9TH,468037,31may2016,2016,5,31,1105,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,35,205,N 9TH,,N 9TH,,,0,0,August2016.dta,205 N 9TH
583843.263223935,1013879.55444594,474,M,100.00000000000,A,1123 S 14TH ST,,99025,,PointAddress,1123 S. 14TH,468040,01jun2016,2016,6,1,1051,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,33,1123,S. 14TH,,S. 14TH,,,0,0,August2016.dta,1123 S. 14TH
565755.513749488,1000811.06189817,475,M,100.00000000000,A,4400 DELOR ST,,107572,,PointAddress,4400 DELOR ST,468042,01jun2016,2016,6,1,1200,August,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,1,5,4400,DELOR ST,,DELOR,,,0,0,August2016.dta,4400 DELOR ST
578058.055788409,1024173.83970931,476,M,100.00000000000,A,1310 N GRAND BLVD,,33754,,PointAddress,1310 N GRAND,468049,03jun2016,2016,6,3,635,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,77,1310,N GRAND,,N GRAND,,,0,0,August2016.dta,1310 N GRAND
585868.034236439,1025723.77809521,477,M,100.00000000000,A,2708 N FLORISSANT AVE,,96288,,PointAddress,2708 N FLORISSANT,468051,03jun2016,2016,6,3,1300,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,63,2708,N FLORISSANT,,N FLORISSANT,BOB S QUALITY MARKET,NUISANCE ABATEMENT PROPERTY,0,0,August2016.dta,2708 N FLORISSANT
587447.187262863,1017761.38279384,478,M,100.00000000000,A,205 N 9TH ST,,72594,,PointAddress,205 N 9TH,468052,03jun2016,2016,6,3,1450,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,35,205,N 9TH,,N 9TH,,,0,0,August2016.dta,205 N 9TH
582245.097806904,1019239.03631739,479,M,100.00000000000,A,202 N 23RD ST,,129511,,PointAddress,202 N 23RD,468055,04jun2016,2016,6,4,1230,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,202,N 23RD,,N 23RD,,,0,0,August2016.dta,202 N 23RD
579650.348142263,1012888.9644569,480,M,100.00000000000,A,1655 S JEFFERSON AVE,,48134,,PointAddress,1655 S JEFFERSON,468061,06jun2016,2016,6,6,1605,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,31,1655,S JEFFERSON,,S JEFFERSON,,,0,0,August2016.dta,1655 S JEFFERSON
588507.054066446,1021932.98823171,481,M,100.00000000000,A,1444 N 10TH ST,,74710,,PointAddress,1444 N 10TH,468063,07jun2016,2016,6,7,2300,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1444,N 10TH,,N 10TH,,,0,0,August2016.dta,1444 N 10TH
588500.772651233,1020606.75797764,482,M,100.00000000000,A,1123 N 8TH ST,,85214,,PointAddress,1123 N 8TH,468095,26jun2016,2016,6,26,1325,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1123,N 8TH,,N 8TH,,,0,0,August2016.dta,1123 N 8TH
578261.238224998,1024447.17462444,483,M,100.00000000000,A,1400 N GRAND BLVD,,33755,,PointAddress,1400 N GRAND,468100,28jun2016,2016,6,28,1320,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,59,1400,N GRAND,,N GRAND,,,0,0,August2016.dta,1400 N GRAND
567281.459815204,1025887.11563601,484,M,100.00000000000,A,5017 WASHINGTON PL,,230427,,PointAddress,5017 WASHINGTON,468108,30jun2016,2016,6,30,1600,August,2016,Arson,82000,ARSON-2ND DEGREE/SUCCESS,No,No,No,1,5,38,5017,WASHINGTON,,WASHINGTON,,,0,0,August2016.dta,5017 WASHINGTON
-1.79769313486232e+308,-1.79769313486232e+308,485,U,0.00000000000,A,,,-1,,,900 ELIAS AVE,468126,04jul2016,2016,7,4,1900,August,2016,Sex Offenses,171200,SEX OFFNS-STATUATORY RAPE/FIRST,Yes,No,No,1,6,74,900,ELIAS AVE,,ELIAS,,,0,0,August2016.dta,900 ELIAS AVE
564988.254112042,1013937.96625739,486,M,100.00000000000,A,5201 SHAW AVE,,104549,,PointAddress,5201 SHAW,468134,06jul2016,2016,7,6,1200,August,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,No,1,2,12,5201,SHAW,,SUBLETTE,,GIOVANNI`S RESTAURANT,0,0,August2016.dta,5201 SHAW
-1.79769313486232e+308,-1.79769313486232e+308,487,U,0.00000000000,A,,,-1,,,3800 IOWA AVE,468138,08jul2016,2016,7,8,1200,August,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,16,3800,IOWA AVE,,IOWA,,,0,0,August2016.dta,3800 IOWA AVE
577985.060131479,1002480.56008402,488,M,90.87000000000,A,3751 S JEFFERSON AVE,,48509,,PointAddress,3751 JEFFERSON,468144,09jul2016,2016,7,9,1015,August,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,3,19,3751,JEFFERSON,,OHIO,MOTOMART,CALLER CALLED FROM 3716 OHIO AVE,0,0,August2016.dta,3751 JEFFERSON
572886.804554481,1014050.65613477,489,M,100.00000000000,A,3900 MCREE AVE,,117091,,PointAddress,3900 MCREE AVE,468148,10jul2016,2016,7,10,1,August,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,2,29,3900,MCREE AVE,,MCREE,,,0,0,August2016.dta,3900 MCREE AVE
-1.79769313486232e+308,-1.79769313486232e+308,490,U,0.00000000000,A,,,-1,,,5900 DRESSELL AVE,468173,14jul2016,2016,7,14,100,August,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,70,5900,DRESSELL AVE,,NATURAL BRIDGE,,,0,0,August2016.dta,5900 DRESSELL AVE
588507.054066446,1021932.98823171,491,M,100.00000000000,A,1442 N 10TH ST,,74709,,PointAddress,1442 N. 10TH,468188,17jul2016,2016,7,17,1344,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1442,N. 10TH,,N. 10TH,,,0,0,August2016.dta,1442 N. 10TH
586183.078927822,1016779.41405538,492,M,100.00000000000,A,200 S TUCKER BLVD,,77432,,PointAddress,200 S. TUCKER,468196,19jul2016,2016,7,19,1,August,2016,Other Assaults,92000,SIMPLE ASSAULT-HARRASSMENT,Yes,No,No,1,4,35,200,S. TUCKER,,OLIVE,ST. LOUIS CITY JUSTICE CENTER,ST. LOUIS CITY JUSTICE CENTER,0,0,August2016.dta,200 S. TUCKER
587424.866565615,1013546.12626976,493,M,100.00000000000,A,1015 S BROADWAY,,32937,,PointAddress,1015 S BROADWAY,468205,20jul2016,2016,7,20,1100,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,34,1015,S BROADWAY,,S BROADWAY,,,0,0,August2016.dta,1015 S BROADWAY
-1.79769313486232e+308,-1.79769313486232e+308,494,U,0.00000000000,A,,,-1,,,227 ST. ROBERT BLVD,468212,21jul2016,2016,7,21,1030,August,2016,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,1,1,227,ST. ROBERT BLVD,,OLIVE,MAINSTAY SUITES,,0,0,August2016.dta,227 ST. ROBERT BLVD
-1.79769313486232e+308,-1.79769313486232e+308,495,U,0.00000000000,A,,,-1,,,900 ELIAS AVE,468215,21jul2016,2016,7,21,1300,August,2016,Sex Offenses,171200,SEX OFFNS-STATUATORY RAPE/FIRST,Yes,No,No,1,6,74,900,ELIAS AVE,,ELIAS,,,0,0,August2016.dta,900 ELIAS AVE
583843.263223935,1013879.55444594,496,M,100.00000000000,A,1115 S 14TH ST,,99021,,PointAddress,1115 S 14TH,468249,25jul2016,2016,7,25,2000,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,33,1115,S 14TH,,S 14TH,,,0,0,August2016.dta,1115 S 14TH
567461.117243584,1026462.83196186,497,M,100.00000000000,A,5000 ENRIGHT AVE,,14156,,PointAddress,5000 ENRIGHT AVE,468251,25jul2016,2016,7,25,2200,August,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,51,5000,ENRIGHT AVE,,OLIVE,,,0,0,August2016.dta,5000 ENRIGHT AVE
586684.917381644,1019446.16142571,498,M,100.00000000000,A,721 N TUCKER BLVD,,164396,,PointAddress,721 N TUCKER,468261,27jul2016,2016,7,27,810,August,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,721,N TUCKER,,N TUCKER,,,0,0,August2016.dta,721 N TUCKER
